"","TeamName","OpponentName","Line","Date"
"5254","Alabama","Tennessee",13.5,2019-01-19
"5255","Wichita State","Cincinnati",3.5,2019-01-19
"5256","Cincinnati","Wichita State",-3.5,2019-01-19
"5257","Drexel","James Madison",-3,2019-01-19
"5258","James Madison","Drexel",3,2019-01-19
"5259","Indiana State","Loyola (IL)",4,2019-01-19
"5260","Loyola (IL)","Indiana State",-4,2019-01-19
"5261","Purdue","Indiana",-7,2019-01-19
"5262","Indiana","Purdue",7,2019-01-19
"5263","Notre Dame","North Carolina State",1.5,2019-01-19
"5264","North Carolina State","Notre Dame",-1.5,2019-01-19
"5265","Evansville","Illinois State",-4,2019-01-19
"5266","Illinois State","Evansville",4,2019-01-19
"5267","Syracuse","Pittsburgh",-7,2019-01-19
"5268","Pittsburgh","Syracuse",7,2019-01-19
"5269","Western Kentucky","Florida Atlantic",-11.5,2019-01-19
"5270","Florida Atlantic","Western Kentucky",11.5,2019-01-19
"5271","Connecticut","Tulane",-15.5,2019-01-19
"5272","Tulane","Connecticut",15.5,2019-01-19
"5273","Quinnipiac","Niagara",-5.5,2019-01-19
"5274","Niagara","Quinnipiac",5.5,2019-01-19
"5275","American University","Lafayette",-9.5,2019-01-19
"5276","Lafayette","American University",9.5,2019-01-19
"5277","Hartford","Massachusetts-Lowell",-5,2019-01-19
"5278","Massachusetts-Lowell","Hartford",5,2019-01-19
"5279","La Salle","Rhode Island",4,2019-01-19
"5280","Rhode Island","La Salle",-4,2019-01-19
"5281","Bowling Green","Western Michigan",-8.5,2019-01-19
"5282","Western Michigan","Bowling Green",8.5,2019-01-19
"5283","Kent State","Northern Illinois",-2.5,2019-01-19
"5284","Northern Illinois","Kent State",2.5,2019-01-19
"5285","McNeese State","Southeastern Louisiana",-4,2019-01-19
"5286","Southeastern Louisiana","McNeese State",4,2019-01-19
"5287","Army","Navy",-5,2019-01-19
"5288","Navy","Army",5,2019-01-19
"5289","Washington State","Stanford",-1,2019-01-19
"5290","Stanford","Washington State",1,2019-01-19
"5291","Troy","Georgia State",3.5,2019-01-19
"5292","Georgia State","Troy",-3.5,2019-01-19
"5293","Texas-Arlington","Arkansas-Little Rock",-4,2019-01-19
"5294","Arkansas-Little Rock","Texas-Arlington",4,2019-01-19
"5295","Louisiana-Monroe","Louisiana-Lafayette",-4,2019-01-19
"5296","Louisiana-Lafayette","Louisiana-Monroe",4,2019-01-19
"5297","Samford","Mercer",-4,2019-01-19
"5298","Mercer","Samford",4,2019-01-19
"5299","North Dakota State","North Dakota",-6,2019-01-19
"5300","North Dakota","North Dakota State",6,2019-01-19
"5301","Southern Utah","Sacramento State",-3,2019-01-19
"5302","Sacramento State","Southern Utah",3,2019-01-19
"5303","Brown","Yale",-1,2019-01-19
"5304","Yale","Brown",1,2019-01-19
"5305","Texas A&M","Missouri",-4.5,2019-01-19
"5306","Missouri","Texas A&M",4.5,2019-01-19
"5307","Miami (OH)","Akron",1,2019-01-19
"5308","Akron","Miami (OH)",-1,2019-01-19
"5309","Central Connecticut State","St. Francis (PA)",-5,2019-01-19
"5310","St. Francis (PA)","Central Connecticut State",5,2019-01-19
"5311","Auburn","Kentucky",-4.5,2019-01-19
"5312","Kentucky","Auburn",4.5,2019-01-19
"5313","Old Dominion","Southern Miss",-7.5,2019-01-19
"5314","Southern Miss","Old Dominion",7.5,2019-01-19
"5315","Virginia Tech","Wake Forest",-17.5,2019-01-19
"5316","Wake Forest","Virginia Tech",17.5,2019-01-19
"5317","William & Mary","Elon",-10.5,2019-01-19
"5318","Elon","William & Mary",10.5,2019-01-19
"5319","Georgia Tech","Louisville",3.5,2019-01-19
"5320","Louisville","Georgia Tech",-3.5,2019-01-19
"5321","USC","UCLA",-2.5,2019-01-19
"5322","UCLA","USC",2.5,2019-01-19
"5323","Kansas State","TCU",-1,2019-01-19
"5324","TCU","Kansas State",1,2019-01-19
"5325","Loyola Marymount","Pepperdine",-6,2019-01-19
"5326","Pepperdine","Loyola Marymount",6,2019-01-19
"5327","Hofstra","Charleston",-5.5,2019-01-19
"5328","Charleston","Hofstra",5.5,2019-01-19
"5329","Charlotte","Louisiana Tech",6.5,2019-01-19
"5330","Louisiana Tech","Charlotte",-6.5,2019-01-19
"5331","Valparaiso","Northern Iowa",-5,2019-01-19
"5332","Northern Iowa","Valparaiso",5,2019-01-19
"5333","Memphis","SMU",-3.5,2019-01-19
"5334","SMU","Memphis",3.5,2019-01-19
"5335","South Alabama","Georgia Southern",5,2019-01-19
"5336","Georgia Southern","South Alabama",-5,2019-01-19
"5337","East Tennessee State","UNC Greensboro",-6,2019-01-19
"5338","UNC Greensboro","East Tennessee State",6,2019-01-19
"5339","Northern Arizona","Portland State",-2,2019-01-19
"5340","Portland State","Northern Arizona",2,2019-01-19
"5341","South Carolina State","Howard",-4,2019-01-19
"5342","Howard","South Carolina State",4,2019-01-19
"5343","Bethune-Cookman","Delaware State",-14,2019-01-19
"5344","Delaware State","Bethune-Cookman",14,2019-01-19
"5345","Bryant University","Robert Morris",1,2019-01-19
"5346","Robert Morris","Bryant University",-1,2019-01-19
"5347","Presbyterian","Longwood",-5,2019-01-19
"5348","Longwood","Presbyterian",5,2019-01-19
"5349","Wagner","Mount St. Mary's",-11,2019-01-19
"5350","Mount St. Mary's","Wagner",11,2019-01-19
"5351","N.J.I.T.","Jacksonville",-9,2019-01-19
"5352","Jacksonville","N.J.I.T.",9,2019-01-19
"5353","North Carolina Central","Coppin State",-11,2019-01-19
"5354","Coppin State","North Carolina Central",11,2019-01-19
"5355","St. Francis (BKN)","Sacred Heart",-1.5,2019-01-19
"5356","Sacred Heart","St. Francis (BKN)",1.5,2019-01-19
"5357","North Alabama","Stetson",-8.5,2019-01-19
"5358","Stetson","North Alabama",8.5,2019-01-19
"5359","North Carolina A&T","Morgan State",-6.5,2019-01-19
"5360","Morgan State","North Carolina A&T",6.5,2019-01-19
"5361","Florida A&M","Maryland-Eastern Shore",-12.5,2019-01-19
"5362","Maryland-Eastern Shore","Florida A&M",12.5,2019-01-19
"5363","Eastern Illinois","Austin Peay",6.5,2019-01-19
"5364","Austin Peay","Eastern Illinois",-6.5,2019-01-19
"5365","St. Bonaventure","Dayton",2.5,2019-01-19
"5366","Dayton","St. Bonaventure",-2.5,2019-01-19
"5367","Central Michigan","Ball State",1,2019-01-19
"5368","Ball State","Central Michigan",-1,2019-01-19
"5369","Butler","St. John's",-5,2019-01-19
"5370","St. John's","Butler",5,2019-01-19
"5371","Chattanooga","Citadel",-2.5,2019-01-19
"5372","Citadel","Chattanooga",2.5,2019-01-19
"5373","Incarnate Word","Stephen F. Austin",5.5,2019-01-19
"5374","Stephen F. Austin","Incarnate Word",-5.5,2019-01-19
"5375","USC Upstate","Winthrop",8,2019-01-19
"5376","Winthrop","USC Upstate",-8,2019-01-19
"5377","Kennesaw State","Florida Gulf Coast",6,2019-01-19
"5378","Florida Gulf Coast","Kennesaw State",-6,2019-01-19
"5379","LIU Brooklyn","Fairleigh Dickinson",-3,2019-01-19
"5380","Fairleigh Dickinson","LIU Brooklyn",3,2019-01-19
"5381","UNC Asheville","Radford",19.5,2019-01-19
"5382","Radford","UNC Asheville",-19.5,2019-01-19
"5383","Texas State","Arkansas State",-12.5,2019-01-19
"5384","Arkansas State","Texas State",12.5,2019-01-19
"5385","Temple","Pennsylvania",-8,2019-01-19
"5386","Pennsylvania","Temple",8,2019-01-19
"5387","Washington","California",-18,2019-01-19
"5388","California","Washington",18,2019-01-19
"5389","Eastern Washington","Montana State",-4,2019-01-19
"5390","Montana State","Eastern Washington",4,2019-01-19
"5391","Central Arkansas","Nicholls State",-6,2019-01-19
"5392","Nicholls State","Central Arkansas",6,2019-01-19
"5393","Boise State","Fresno State",-1,2019-01-19
"5394","Fresno State","Boise State",1,2019-01-19
"5395","Charleston Southern","Campbell",-3,2019-01-19
"5396","Campbell","Charleston Southern",3,2019-01-19
"5397","Duke","Virginia",-2,2019-01-19
"5398","Virginia","Duke",2,2019-01-19
"5399","Middle Tennessee","UTEP",-3,2019-01-19
"5400","UTEP","Middle Tennessee",3,2019-01-19
"5401","North Texas","Rice",-13.5,2019-01-19
"5402","Rice","North Texas",13.5,2019-01-19
"5403","Cal State Northridge","UC Irvine",7,2019-01-19
"5404","UC Irvine","Cal State Northridge",-7,2019-01-19
"5405","New Mexico","Wyoming",-11.5,2019-01-19
"5406","Wyoming","New Mexico",11.5,2019-01-19
"5407","LSU","South Carolina",-10.5,2019-01-19
"5408","South Carolina","LSU",10.5,2019-01-19
"5409","Baylor","Texas Tech",3,2019-01-19
"5410","Texas Tech","Baylor",-3,2019-01-19
"5411","Iowa State","Oklahoma State",-13,2019-01-19
"5412","Oklahoma State","Iowa State",13,2019-01-19
"5413","Belmont","Tennessee State",-18,2019-01-19
"5414","Tennessee State","Belmont",18,2019-01-19
"5415","Alabama A&M","Alabama State",2.5,2019-01-19
"5416","Alabama State","Alabama A&M",-2.5,2019-01-19
"5417","Texas A&M-CC","New Orleans",-1.5,2019-01-19
"5418","New Orleans","Texas A&M-CC",1.5,2019-01-19
"5419","Prairie View A&M","Jackson State",-9,2019-01-19
"5420","Jackson State","Prairie View A&M",9,2019-01-19
"5421","Savannah State","Norfolk State",6,2019-01-19
"5422","Norfolk State","Savannah State",-6,2019-01-19
"5423","Virginia Commonwealth","Massachusetts",-10,2019-01-19
"5424","Massachusetts","Virginia Commonwealth",10,2019-01-19
"5425","Southern University","Arkansas-Pine Bluff",-120,2019-01-19
"5426","Arkansas-Pine Bluff","Southern University",NA,2019-01-19
"5427","Alcorn State","Mississippi Valley State",-120,2019-01-19
"5428","Mississippi Valley State","Alcorn State",-120,2019-01-19
"5429","Morehead State","Tennessee-Martin",-110,2019-01-19
"5430","Tennessee-Martin","Morehead State",-110,2019-01-19
"5431","George Mason","Fordham",-110,2019-01-19
"5432","Fordham","George Mason",-110,2019-01-19
"5433","Delaware","Towson",-110,2019-01-19
"5434","Towson","Delaware",-110,2019-01-19
"5435","Milwaukee","IUPUI",-110,2019-01-19
"5436","IUPUI","Milwaukee",-110,2019-01-19
"5437","Marshall","Florida International",-110,2019-01-19
"5438","Florida International","Marshall",-110,2019-01-19
"5439","Arizona","Oregon State",-110,2019-01-19
"5440","Oregon State","Arizona",-110,2019-01-19
"5441","Eastern Kentucky","Southeast Missouri State",-110,2019-01-19
"5442","Southeast Missouri State","Eastern Kentucky",-110,2019-01-19
"5443","Wofford","Furman",-110,2019-01-19
"5444","Furman","Wofford",-110,2019-01-19
"5445","Rider","Manhattan",-110,2019-01-19
"5446","Manhattan","Rider",-110,2019-01-19
"5447","Abilene Christian","Northwestern State",-120,2019-01-19
"5448","Northwestern State","Abilene Christian",-120,2019-01-19
"5449","Liberty","North Florida",-120,2019-01-19
"5450","North Florida","Liberty",-120,2019-01-19
"5451","Gardner-Webb","Hampton",-120,2019-01-19
"5452","Hampton","Gardner-Webb",-120,2019-01-19
"5453","UNLV","San Jose State",-110,2019-01-19
"5454","San Jose State","UNLV",-110,2019-01-19
"5455","UC Riverside","Hawaii",-110,2019-01-19
"5456","Hawaii","UC Riverside",-110,2019-01-19
"5457","South Florida","Houston",-110,2019-01-19
"5458","Houston","South Florida",-110,2019-01-19
"5459","Seton Hall","DePaul",-110,2019-01-19
"5460","DePaul","Seton Hall",-110,2019-01-19
"5461","UC Davis","Cal Poly",-110,2019-01-19
"5462","Cal Poly","UC Davis",-110,2019-01-19
"5463","UAB","UTSA",-110,2019-01-19
"5464","UTSA","UAB",-110,2019-01-19
"5465","Texas","Oklahoma",-110,2019-01-19
"5466","Oklahoma","Texas",-110,2019-01-19
"5467","Western Illinois","Purdue Fort Wayne",-110,2019-01-19
"5468","Purdue Fort Wayne","Western Illinois",-110,2019-01-19
"5469","Jacksonville State","Tennessee Tech",-110,2019-01-19
"5470","Tennessee Tech","Jacksonville State",-110,2019-01-19
"5471","SIU-Edwardsville","Murray State",-110,2019-01-19
"5472","Murray State","SIU-Edwardsville",-110,2019-01-19
"5473","Houston Baptist","Sam Houston State",-3,2019-01-19
"5474","Sam Houston State","Houston Baptist",NA,2019-01-19
"5475","Vanderbilt","Mississippi State",4.5,2019-01-19
"5476","Mississippi State","Vanderbilt",3,2019-01-19
"5477","Minnesota","Penn State",10,2019-01-19
"5478","Penn State","Minnesota",-4.5,2019-01-19
"5479","Texas Southern","Grambling State",10.5,2019-01-19
"5480","Grambling State","Texas Southern",-10,2019-01-19
"5481","Saint Mary's","San Diego",15.5,2019-01-19
"5482","San Diego","Saint Mary's",-10.5,2019-01-19
"5483","Utah State","Colorado State",4,2019-01-19
"5484","Colorado State","Utah State",-15.5,2019-01-19
"5485","Weber State","Northern Colorado",NA,2019-01-19
"5486","Northern Colorado","Weber State",-4,2019-01-19
"5487","Utah Valley","New Mexico State",-120,2019-01-19
"5488","New Mexico State","Utah Valley",-120,2019-01-19
"5489","Grand Canyon","UMKC",-110,2019-01-19
"5490","UMKC","Grand Canyon",-120,2019-01-19
"5491","Arizona State","Oregon",-110,2019-01-19
"5492","Oregon","Arizona State",-110,2019-01-19
"5493","Nevada","Air Force",-110,2019-01-19
"5494","Air Force","Nevada",-110,2019-01-19
"5495","Portland","Gonzaga",-110,2019-01-19
"5496","Gonzaga","Portland",-110,2019-01-19
"5497","Pacific","Santa Clara",-110,2019-01-19
"5498","Santa Clara","Pacific",-110,2019-01-19
"5499","Long Beach State","Cal State Fullerton",-110,2019-01-19
"5500","Cal State Fullerton","Long Beach State",-110,2019-01-19
"5501","Idaho","Montana",-120,2019-01-19
"5502","Montana","Idaho",-110,2019-01-19
"5503","Seattle","Texas Rio Grande Valley",-120,2019-01-19
"5504","Texas Rio Grande Valley","Seattle",-120,2019-01-19
"5505","Cal State Bakersfield","Chicago State",-110,2019-01-19
"5506","Chicago State","Cal State Bakersfield",-120,2019-01-19
"5507","San Francisco","BYU",-110,2019-01-19
"5508","BYU","San Francisco",-110,2019-01-19
"5509","Boston College","Florida State",6,2019-01-20
"5510","Florida State","Boston College",-6,2019-01-20
"5511","Marquette","Providence",-5.5,2019-01-20
"5512","Providence","Marquette",5.5,2019-01-20
"5513","Monmouth","Iona",-1,2019-01-20
"5514","Iona","Monmouth",1,2019-01-20
"5515","Iowa","Illinois",-8.5,2019-01-20
"5516","Illinois","Iowa",8.5,2019-01-20
"5517","George Washington","Duquesne",3,2019-01-20
"5518","Duquesne","George Washington",-3,2019-01-20
"5519","Drake","Missouri State",-5,2019-01-20
"5520","Missouri State","Drake",5,2019-01-20
"5521","Southern Illinois","Bradley",-8,2019-01-20
"5522","Bradley","Southern Illinois",8,2019-01-20
"5523","Utah","Colorado",-3,2019-01-20
"5524","Colorado","Utah",3,2019-01-20
"5525","Denver","Oral Roberts",-4,2019-01-20
"5526","Oral Roberts","Denver",4,2019-01-20
"5527","Nebraska-Omaha","South Dakota",-5.5,2019-01-20
"5528","South Dakota","Nebraska-Omaha",5.5,2019-01-20
"5529","Boston College","Florida State",6,2019-01-20
"5530","Florida State","Boston College",-6,2019-01-20
"5531","Marquette","Providence",-5.5,2019-01-20
"5532","Providence","Marquette",5.5,2019-01-20
"5533","Monmouth","Iona",-1,2019-01-20
"5534","Iona","Monmouth",1,2019-01-20
"5535","Iowa","Illinois",-8.5,2019-01-20
"5536","Illinois","Iowa",8.5,2019-01-20
"5537","George Washington","Duquesne",3,2019-01-20
"5538","Duquesne","George Washington",-3,2019-01-20
"5539","Drake","Missouri State",-5,2019-01-20
"5540","Missouri State","Drake",5,2019-01-20
"5541","Southern Illinois","Bradley",-8,2019-01-20
"5542","Bradley","Southern Illinois",8,2019-01-20
"5543","Utah","Colorado",-3,2019-01-20
"5544","Colorado","Utah",3,2019-01-20
"5545","Denver","Oral Roberts",-4,2019-01-20
"5546","Oral Roberts","Denver",4,2019-01-20
"5547","Nebraska-Omaha","South Dakota",-5.5,2019-01-20
"5548","South Dakota","Nebraska-Omaha",5.5,2019-01-20
"5549","South Carolina","Auburn",7,2019-01-22
"5550","Auburn","South Carolina",-7,2019-01-22
"5551","Kentucky","Mississippi State",-6.5,2019-01-22
"5552","Mississippi State","Kentucky",6.5,2019-01-22
"5553","Ball State","Miami (OH)",-9,2019-01-22
"5554","Miami (OH)","Ball State",9,2019-01-22
"5555","Butler","Villanova",-1.5,2019-01-22
"5556","Villanova","Butler",1.5,2019-01-22
"5557","Ohio","Western Michigan",-6,2019-01-22
"5558","Western Michigan","Ohio",6,2019-01-22
"5559","Eastern Michigan","Bowling Green",-1.5,2019-01-22
"5560","Bowling Green","Eastern Michigan",1.5,2019-01-22
"5561","Akron","Central Michigan",-6,2019-01-22
"5562","Central Michigan","Akron",6,2019-01-22
"5563","Kent State","Toledo",2.5,2019-01-22
"5564","Toledo","Kent State",-2.5,2019-01-22
"5565","Florida State","Clemson",-5.5,2019-01-22
"5566","Clemson","Florida State",5.5,2019-01-22
"5567","Kansas State","Texas Tech",-1,2019-01-22
"5568","Texas Tech","Kansas State",1,2019-01-22
"5569","Georgia Tech","Notre Dame",-110,2019-01-22
"5570","Notre Dame","Georgia Tech",NA,2019-01-22
"5571","Michigan","Minnesota",-110,2019-01-22
"5572","Minnesota","Michigan",-110,2019-01-22
"5573","Northern Illinois","Buffalo",-110,2019-01-22
"5574","Buffalo","Northern Illinois",-110,2019-01-22
"5575","South Florida","Wichita State",-110,2019-01-22
"5576","Wichita State","South Florida",-110,2019-01-22
"5577","Niagara","St. Peter's",-110,2019-01-22
"5578","St. Peter's","Niagara",-110,2019-01-22
"5579","Florida","Texas A&M",-110,2019-01-22
"5580","Texas A&M","Florida",-110,2019-01-22
"5581","Virginia","Wake Forest",-110,2019-01-22
"5582","Wake Forest","Virginia",-110,2019-01-22
"5583","Pittsburgh","Duke",-110,2019-01-22
"5584","Duke","Pittsburgh",-110,2019-01-22
"5585","Northwestern","Indiana",1,2019-01-22
"5586","Indiana","Northwestern",NA,2019-01-22
"5587","Alabama","Ole Miss",-3.5,2019-01-22
"5588","Ole Miss","Alabama",-1,2019-01-22
"5589","Air Force","Boise State",4.5,2019-01-22
"5590","Boise State","Air Force",3.5,2019-01-22
"5591","UNLV","New Mexico",9,2019-01-22
"5592","New Mexico","UNLV",-4.5,2019-01-22
"5593","Fresno State","San Diego State",-7,2019-01-22
"5594","San Diego State","Fresno State",-9,2019-01-22
"5595","Boston University","American University",-1,2019-01-23
"5596","American University","Boston University",1,2019-01-23
"5597","Xavier","Providence",-3.5,2019-01-23
"5598","Providence","Xavier",3.5,2019-01-23
"5599","Ohio State","Purdue",1.5,2019-01-23
"5600","Purdue","Ohio State",-1.5,2019-01-23
"5601","Massachusetts","St. Bonaventure",-3,2019-01-23
"5602","St. Bonaventure","Massachusetts",3,2019-01-23
"5603","Fordham","La Salle",-4,2019-01-23
"5604","La Salle","Fordham",4,2019-01-23
"5605","Davidson","George Washington",-15.5,2019-01-23
"5606","George Washington","Davidson",15.5,2019-01-23
"5607","Saint Joseph's (PA)","Richmond",-3.5,2019-01-23
"5608","Richmond","Saint Joseph's (PA)",3.5,2019-01-23
"5609","TCU","Texas",-5,2019-01-23
"5610","Texas","TCU",5,2019-01-23
"5611","Indiana State","Valparaiso",-3,2019-01-23
"5612","Valparaiso","Indiana State",3,2019-01-23
"5613","Dayton","George Mason",-6.5,2019-01-23
"5614","George Mason","Dayton",6.5,2019-01-23
"5615","Rhode Island","Virginia Commonwealth",-110,2019-01-23
